UID	Base_Price	Sakhalin_OPT
f0d05c6d-b446-11ea-a618-000d88394cae	465968.30	526270.08
66df7428-b43c-11ea-a618-000d88394cae	648412.30	732324.48
f0d05c70-b446-11ea-a618-000d88394cae	578865.30	653777.28
3a85796b-b42c-11ea-a618-000d88394cae	869340.90	981843.84
66df745b-b43c-11ea-a618-000d88394cae	799793.90	903296.64
66df741f-b43c-11ea-a618-000d88394cae	879194.10	992972.16
f0d05c67-b446-11ea-a618-000d88394cae	809531.50	914294.40
66df7422-b43c-11ea-a618-000d88394cae	1135941.70	1282945.92
f0d05c6a-b446-11ea-a618-000d88394cae	1066394.70	1204398.72
66df7446-b43c-11ea-a618-000d88394cae	612017.00	691219.20
66df7449-b43c-11ea-a618-000d88394cae	778931.50	879734.40
3a857956-b42c-11ea-a618-000d88394cae	681564.00	769766.40
3a857959-b42c-11ea-a618-000d88394cae	848480.20	958283.52
66df742e-b43c-11ea-a618-000d88394cae	660699.90	746202.24
66df7431-b43c-11ea-a618-000d88394cae	672292.20	759294.72
66df743d-b43c-11ea-a618-000d88394cae	1822141.60	2057948.16
66df7440-b43c-11ea-a618-000d88394cae	2174515.90	2455923.84
66df7434-b43c-11ea-a618-000d88394cae	2321724.00	2622182.40
66df7437-b43c-11ea-a618-000d88394cae	2438796.20	2754405.12
66df743a-b43c-11ea-a618-000d88394cae	2879262.80	3251873.28
983e9124-d20f-11dd-a948-0016d341a9fb	3456.81	3687.26
054099aa-4e2a-11de-aa08-0013024cf952	4273.29	4558.18
225db8a7-ef4d-11de-ab12-0013024cf952	3566.16	3803.90
983e911f-d20f-11dd-a948-0016d341a9fb	4903.46	5538.03
983e9121-d20f-11dd-a948-0016d341a9fb	7896.42	8422.85
054099ac-4e2a-11de-aa08-0013024cf952	9408.42	10083.44
89d1201f-837e-11ea-b113-000d88394cae	12001.50	12801.60
1dc84b44-c238-11ea-a382-000d88394cae	1029.57	1162.82
1dc84b46-c238-11ea-a382-000d88394cae	1820.92	1942.30
0e530a87-22c4-11e9-89fa-000d88394cae	0.00	0.00
0e530a8a-22c4-11e9-89fa-000d88394cae	0.00	0.00
0e530a8c-22c4-11e9-89fa-000d88394cae	0.00	0.00
0e530a8e-22c4-11e9-89fa-000d88394cae	0.00	0.00
0e530a90-22c4-11e9-89fa-000d88394cae	0.00	0.00
0e530a92-22c4-11e9-89fa-000d88394cae	0.00	0.00
044fb0f5-960a-11e0-a8da-f07d68c20a3c	4514.49	5098.72
7a068e8d-3cb8-11e5-9c35-000d88394cae	2458.03	2776.13
7a068e8f-3cb8-11e5-9c35-000d88394cae	1146.89	1295.31
82ba8d3d-d5f4-11e9-82a3-000d88394cae	1440.00	1456.84
82ba8d3f-d5f4-11e9-82a3-000d88394cae	2605.68	3039.96
82ba8d39-d5f4-11e9-82a3-000d88394cae	1680.00	1736.35
82ba8d3b-d5f4-11e9-82a3-000d88394cae	2999.04	3578.40
75c1004b-54fd-11ea-b113-000d88394cae	7286.20	8229.12
75c1004d-54fd-11ea-b113-000d88394cae	7116.20	8037.12
de5a93ed-d969-466b-9b24-3bdcfe1550c6	231.61	247.04
8f75ca62-babc-11e7-8214-000d88394cae	308.83	329.41
79c4724a-4c7f-11e6-8f81-000d88394cae	289.80	327.30
8f75ca65-babc-11e7-8214-000d88394cae	463.21	494.10
477db16e-1f03-11e6-b177-000d88394cae	109.70	105.59
b0815c30-5222-11e6-bda2-000d88394cae	244.55	258.93
dc5782c0-87e2-11e9-81b5-000d88394cae	1704.00	2044.80
dc5782c5-87e2-11e9-81b5-000d88394cae	504.00	604.80
6a49e1fd-9972-11dd-a8f6-0016d341a9fb	1022.90	978.51
6a49e1ff-9972-11dd-a8f6-0016d341a9fb	1600.38	1555.58
04e93d85-223d-11de-a9bb-0013024cf952	5507.89	5268.87
a7c7293c-3de8-11e8-bba3-000d88394cae	1064.38	0.00
c3c277bc-e4a1-11e0-aabf-002511c4eb4e	431.99	487.89
cd833e52-e568-11e0-be05-002511c4eb4e	376.96	425.74
a0093160-0c83-11e4-82ab-000d88394cae	366.12	423.07
9d91a7e8-3cce-11e5-9c35-000d88394cae	95.86	101.51
86472a62-608b-11e4-890f-000d88394cae	146.32	170.41
f92267ef-eade-11e3-8f8a-000d88394cae	113.49	132.19
f92267eb-eade-11e3-8f8a-000d88394cae	102.31	119.16
f92267f1-eade-11e3-8f8a-000d88394cae	157.54	183.48
9d91a7ec-3cce-11e5-9c35-000d88394cae	210.60	245.29
f92267ed-eade-11e3-8f8a-000d88394cae	121.94	142.03
f92267f3-eade-11e3-8f8a-000d88394cae	135.68	158.03
86472a60-608b-11e4-890f-000d88394cae	234.41	248.21
9d91a7ea-3cce-11e5-9c35-000d88394cae	98.24	104.03
86472a5e-608b-11e4-890f-000d88394cae	481.03	509.33
86472a5c-608b-11e4-890f-000d88394cae	699.16	740.28
82ba8d45-d5f4-11e9-82a3-000d88394cae	1727.88	1829.52
8184871c-d2b7-11e9-b193-000d88394cae	743.10	839.26
8184871a-d2b7-11e9-b193-000d88394cae	668.80	755.34
81848720-d2b7-11e9-b193-000d88394cae	904.30	1021.33
8184871e-d2b7-11e9-b193-000d88394cae	991.58	1119.90
81848722-d2b7-11e9-b193-000d88394cae	1130.36	1276.64
81848728-d2b7-11e9-b193-000d88394cae	2019.19	2280.50
81848724-d2b7-11e9-b193-000d88394cae	1281.09	1446.88
8184872a-d2b7-11e9-b193-000d88394cae	2336.09	2638.40
81848726-d2b7-11e9-b193-000d88394cae	1431.79	1617.09
8184872c-d2b7-11e9-b193-000d88394cae	2703.00	3052.80
8184872e-d2b7-11e9-b193-000d88394cae	3243.60	3663.36
81848730-d2b7-11e9-b193-000d88394cae	7480.00	8448.00
81848732-d2b7-11e9-b193-000d88394cae	10631.70	12203.35
1f159bf1-8b70-11e6-aeea-000d88394cae	0.00	0.00
f1e81afe-cbf6-11e2-8b65-000d88394cae	142.80	161.28
8de48429-cd69-11e2-8b65-000d88394cae	186.16	199.68
f1e81af7-cbf6-11e2-8b65-000d88394cae	313.82	354.43
f1e81af3-cbf6-11e2-8b65-000d88394cae	489.58	552.94
8de48437-cd69-11e2-8b65-000d88394cae	788.97	891.07
8de48443-cd69-11e2-8b65-000d88394cae	92.43	98.59
f0d05c76-b446-11ea-a618-000d88394cae	331151.50	374006.40
f0d05c79-b446-11ea-a618-000d88394cae	345814.00	390566.40
f0d05c7c-b446-11ea-a618-000d88394cae	360928.70	407637.12
f0d05c7f-b446-11ea-a618-000d88394cae	391608.60	442287.36
f0d05c82-b446-11ea-a618-000d88394cae	676741.10	764319.36
f0d05c85-b446-11ea-a618-000d88394cae	690276.50	779606.40
f0d05c88-b446-11ea-a618-000d88394cae	721857.40	815274.24
f0d05c8b-b446-11ea-a618-000d88394cae	733135.20	828011.52
f0d05c8e-b446-11ea-a618-000d88394cae	778251.50	878966.40
82ba8d41-d5f4-11e9-82a3-000d88394cae	565.11	565.11
82ba8d43-d5f4-11e9-82a3-000d88394cae	1170.86	1170.87
1dc84b4a-c238-11ea-a382-000d88394cae	3057.60	3453.30
76582d63-1eb0-11e0-8aca-6cf04914883f	11.63	12.73
59873d7c-52bc-11e6-bda2-000d88394cae	41.82	40.14
59873d81-52bc-11e6-bda2-000d88394cae	48.94	46.98
59873d84-52bc-11e6-bda2-000d88394cae	88.90	85.34
59873d87-52bc-11e6-bda2-000d88394cae	116.22	111.57
59873d8a-52bc-11e6-bda2-000d88394cae	157.68	151.38
59873d8d-52bc-11e6-bda2-000d88394cae	256.06	245.82
59873d90-52bc-11e6-bda2-000d88394cae	404.16	224.91
59873d93-52bc-11e6-bda2-000d88394cae	604.78	470.77
59873d96-52bc-11e6-bda2-000d88394cae	800.72	552.90
59873d99-52bc-11e6-bda2-000d88394cae	1228.70	960.46
59873d9c-52bc-11e6-bda2-000d88394cae	1579.54	1127.12
59873d9f-52bc-11e6-bda2-000d88394cae	1459.30	1362.26
59873da2-52bc-11e6-bda2-000d88394cae	3199.74	2096.42
59873da5-52bc-11e6-bda2-000d88394cae	4945.78	2924.05
59873da8-52bc-11e6-bda2-000d88394cae	4966.28	4767.63
04833ec5-4683-11df-b9b3-6cf04914883f	48.94	46.98
04833ec3-4683-11df-b9b3-6cf04914883f	57.38	55.09
36d78b41-de13-11de-abae-001e8c61815f	78.46	75.33
8311e02c-27b1-11de-a9c2-0013024cf952	184.12	132.56
36d78b43-de13-11de-abae-001e8c61815f	197.76	189.86
04833ec7-4683-11df-b9b3-6cf04914883f	452.28	376.42
36d78b45-de13-11de-abae-001e8c61815f	660.18	633.78
21c26521-a35e-11df-b511-000a94026913	928.94	799.23
36d78b47-de13-11de-abae-001e8c61815f	843.52	840.08
05f95dc4-fe42-11de-ab30-0013024cf952	1595.28	1531.47
8311e02e-27b1-11de-a9c2-0013024cf952	1625.66	1618.30
9631b4b4-1ddc-11e0-a816-6cf04914883f	3177.78	3050.67
b4c54000-fe4a-11dd-a52f-0013024cf952	5431.70	4283.02
4ec306e5-f707-11dd-a974-0016d341a9fb	7759.98	6254.03
ac5c79ef-21cd-11e0-9d17-000a94026913	16465.10	14966.43
e285ca71-633a-11e6-97f9-000d88394cae	62.36	59.87
e285ca73-633a-11e6-97f9-000d88394cae	64.92	62.32
e285ca75-633a-11e6-97f9-000d88394cae	119.54	89.02
e285ca77-633a-11e6-97f9-000d88394cae	156.06	149.82
e285ca79-633a-11e6-97f9-000d88394cae	226.44	187.46
e285ca7b-633a-11e6-97f9-000d88394cae	363.06	348.54
e285ca7d-633a-11e6-97f9-000d88394cae	468.06	449.34
e285ca7f-633a-11e6-97f9-000d88394cae	775.84	619.95
e285ca81-633a-11e6-97f9-000d88394cae	783.34	752.00
e285ca83-633a-11e6-97f9-000d88394cae	1547.90	1485.98
e285ca85-633a-11e6-97f9-000d88394cae	1398.22	1342.29
e285ca87-633a-11e6-97f9-000d88394cae	1807.30	1735.01
e285ca89-633a-11e6-97f9-000d88394cae	4476.92	4297.84
e285ca8b-633a-11e6-97f9-000d88394cae	4462.96	4284.45
b718077e-4c2e-11e9-bdca-000d88394cae	10112.78	9708.27
695c176a-bda8-11dd-99ea-00192147196d	49.12	47.15
695c176c-bda8-11dd-99ea-00192147196d	56.28	54.03
695c176e-bda8-11dd-99ea-00192147196d	117.02	112.34
695c1770-bda8-11dd-99ea-00192147196d	94.70	90.91
695c1772-bda8-11dd-99ea-00192147196d	186.76	179.30
a7df56ac-98d2-11dd-a8f5-0016d341a9fb	192.66	184.96
1ec3302c-98e0-11dd-a8f5-0016d341a9fb	286.44	297.47
1ec3302e-98e0-11dd-a8f5-0016d341a9fb	415.74	399.10
1ec33030-98e0-11dd-a8f5-0016d341a9fb	583.08	559.76
1ec33032-98e0-11dd-a8f5-0016d341a9fb	844.08	810.32
1ec33034-98e0-11dd-a8f5-0016d341a9fb	1153.76	1107.62
1ec33036-98e0-11dd-a8f5-0016d341a9fb	1546.88	1485.01
1ec33038-98e0-11dd-a8f5-0016d341a9fb	1960.06	1881.66
4ec306e7-f707-11dd-a974-0016d341a9fb	4034.24	3526.16
9d913a97-f638-11dd-a973-0016d341a9fb	4854.08	4659.92
3adcdb64-6e40-11e6-97c1-000d88394cae	10806.74	10374.46
df6fc997-04d7-11e1-bedb-002511c4eb4e	123.53	142.06
df6fc999-04d7-11e1-bedb-002511c4eb4e	195.98	225.38
df6fc99b-04d7-11e1-bedb-002511c4eb4e	332.42	382.28
df6fc99d-04d7-11e1-bedb-002511c4eb4e	693.38	797.39
df6fc99f-04d7-11e1-bedb-002511c4eb4e	1211.75	1393.51
d927ffde-e7c2-11e0-ab20-000a94026913	707.02	522.11
f0d05c96-b446-11ea-a618-000d88394cae	0.00	0.00
f0d05c99-b446-11ea-a618-000d88394cae	0.00	0.00
f0d05c9c-b446-11ea-a618-000d88394cae	0.00	0.00
f0d05c9f-b446-11ea-a618-000d88394cae	0.00	0.00
7db237f1-b44e-11ea-a618-000d88394cae	89899.71	101533.79
7db237f4-b44e-11ea-a618-000d88394cae	0.00	0.00
f0d05ca2-b446-11ea-a618-000d88394cae	0.00	0.00
f0d05ca6-b446-11ea-a618-000d88394cae	0.00	0.00
7db237fb-b44e-11ea-a618-000d88394cae	0.00	0.00
7db23805-b44e-11ea-a618-000d88394cae	0.00	0.00
7db2380b-b44e-11ea-a618-000d88394cae	0.00	0.00
7db23811-b44e-11ea-a618-000d88394cae	0.00	0.00
7db23814-b44e-11ea-a618-000d88394cae	0.00	0.00
7db237f8-b44e-11ea-a618-000d88394cae	0.00	0.00
7db237ff-b44e-11ea-a618-000d88394cae	0.00	0.00
7db23817-b44e-11ea-a618-000d88394cae	0.00	0.00
7db2381a-b44e-11ea-a618-000d88394cae	0.00	0.00
7db2381d-b44e-11ea-a618-000d88394cae	0.00	0.00
7db23820-b44e-11ea-a618-000d88394cae	0.00	0.00
dc5782cb-87e2-11e9-81b5-000d88394cae	2760.00	3168.00
dc5782c8-87e2-11e9-81b5-000d88394cae	2880.00	3456.00
d719fef0-4354-11de-9ad6-00192147196d	0.00	0.00
741c06f5-e2c3-11de-aaff-0013024cf952	0.00	0.00
bd84f850-d7c2-11e3-befc-000d88394cae	0.00	0.00
732fb4f3-be90-11e7-8214-000d88394cae	563.64	636.58
44111b92-b107-11e6-915f-000d88394cae	0.00	0.00
6a0c632b-e687-11e5-a403-000d88394cae	203.49	229.82
219587e5-718d-11de-9b24-00192147196d	436.90	493.44
c078a933-bffb-11dd-a92a-0016d341a9fb	467.50	528.00
38fc4974-e526-11e3-91de-000d88394cae	0.00	0.00
4f01d5ff-2263-11df-9c07-00192147196d	581.40	656.64
3f280727-4867-11ea-b113-000d88394cae	662.15	747.84
c21970c6-ca85-11df-9a9a-00192147196d	0.00	0.00
25b9d655-959b-11e2-9cd9-000d88394cae	880.60	994.56
d719fee0-4354-11de-9ad6-00192147196d	0.00	0.00
d719fede-4354-11de-9ad6-00192147196d	0.00	0.00
57c34b86-aa76-11df-8325-002511c4eb4e	0.00	0.00
9c394cc2-50df-11df-81c0-002511c4eb4e	0.00	0.00
bd84f852-d7c2-11e3-befc-000d88394cae	0.00	0.00
ed47d435-6347-11e1-8e5e-000a94026913	836.57	944.83
68b71c03-7a59-4dd2-a636-a6879bd3c71e	1064.29	1202.02
b64765ad-6e2b-11e1-8479-002511c4eb4e	0.00	0.00
92be6d3d-cdf4-11e0-8b0a-4487fceb637d	1038.45	1172.83
6b4fde0e-089a-11e4-82ab-000d88394cae	0.00	0.00
cd247820-08a2-11e0-af6a-000a94026913	0.00	0.00
224af597-97bb-11e0-8ab0-4487fceb637d	2511.58	NULL
741c06f7-e2c3-11de-aaff-0013024cf952	598.88	538.99
3a44dd0b-287a-11de-a9c3-0013024cf952	0.00	0.00
9546f44a-6352-11dd-a8ad-0016d341a9fb	738.06	833.57
c0e4eef9-0be9-4493-9358-070696ce72bb	773.59	873.70
9546f44c-6352-11dd-a8ad-0016d341a9fb	0.00	0.00
29357bf1-c6ee-11e1-acd4-5404a6bfdef6	0.00	0.00
29cf9528-5a87-11e5-9576-000d88394cae	0.00	0.00
f2a0f08c-db44-11e5-b82c-000d88394cae	0.00	0.00
9ff1b2a2-e57d-11e5-b82c-000d88394cae	0.00	0.00
b5eab5a1-6021-11e5-9576-000d88394cae	0.00	0.00
29f9d7c3-cc42-11df-863f-000a94026913	0.00	0.00
8b2029c9-db0a-11e7-9bf2-000d88394cae	0.00	0.00
29cf952a-5a87-11e5-9576-000d88394cae	1414.40	1597.44
c7198736-c239-11e4-83de-000d88394cae	1062.67	1200.19
1522921c-bd9b-11e6-8bf9-000d88394cae	1724.82	1948.03
d18d4af1-6843-11e8-923d-000d88394cae	10332.60	11669.76
4866ba22-e85c-11e8-b63c-000d88394cae	0.00	0.00
9d913a89-f638-11dd-a973-0016d341a9fb	13024.98	14710.56
5c84311e-d6b1-11e4-93be-000d88394cae	0.00	0.00
0800180d-555d-11e3-a815-f8d111030f21	7604.10	8588.16
9f66ebed-4527-11e0-88dc-002511c4eb4e	0.00	0.00
4d61af7d-0aae-11e3-8fb4-1078d2358836	0.00	0.00
c3f91dc9-ef50-11e2-b709-000d88394cae	0.00	0.00
115b3298-3f96-11e9-86aa-000d88394cae	0.00	0.00
332dbc70-d25b-11e8-8506-000d88394cae	0.00	0.00
94cf5885-d75a-11e5-b82c-000d88394cae	0.00	0.00
4daa4278-81c9-11e1-9426-000a94026913	1259.70	1422.72
38f49f80-7d8d-11de-897f-001d60ff4630	0.00	0.00
d719feeb-4354-11de-9ad6-00192147196d	1636.00	1847.71
5e533287-1b4f-11df-9bff-00192147196d	1011.50	1142.40
13b3d5b6-0d0a-11eb-b38e-00ad24907f57	1518.10	1714.56
7f0439d2-6cae-11e5-a4f0-000d88394cae	0.00	0.00
28618d1d-883d-4497-abd0-4e420475dd53	2048.00	1843.20
316e3b23-3248-11e0-8455-002511c4eb4e	1658.61	1873.25
a0d29ed0-0328-11e0-9bb3-6cf049469af0	0.00	0.00
fa27a44f-97f8-11e2-9cd9-000d88394cae	0.00	0.00
bf94c62f-e1cd-4a62-8447-99066519d3be	2301.80	2599.68
7deceb80-1a25-11ea-b105-000d88394cae	3299.92	2969.93
5c982a66-3daa-4e40-87f1-89d4088c2d3a	0.00	0.00
15aa3fa3-545e-11eb-8465-00ad24907f57	0.00	0.00
c8c8a8c8-fc7b-11e6-b2f7-000d88394cae	1503.28	1352.95
92be6d3a-cdf4-11e0-8b0a-4487fceb637d	1655.38	1869.60
49346215-861e-11e8-9cb7-000d88394cae	0.00	0.00
3d4c50cd-b994-11e1-b0f9-5404a6bfdef6	0.00	0.00
a23b42e6-f2c0-11e4-9a9f-000d88394cae	0.00	0.00
67808b8a-bb95-11df-838f-002511c4eb4e	1526.60	1724.16
03eab714-922c-11e0-be5c-002511c4eb4e	3090.16	2781.14
8ed406fe-ea70-11e1-aa28-f8d111030f21	0.00	0.00
a34c6d50-f77e-11e8-b63c-000d88394cae	1270.72	1143.65
6b4fde2d-089a-11e4-82ab-000d88394cae	0.00	0.00
7a9858f9-c31f-11e5-b1ee-000d88394cae	0.00	0.00
e905cfbd-b1b4-11ea-a618-000d88394cae	0.00	0.00
6c59e4f7-26a5-44b4-9635-ff8012e9aeb1	5453.60	6159.36
4e25e690-6878-11e4-9783-000d88394cae	0.00	0.00
aad0bc07-f81f-11df-af0d-000a94026913	0.00	0.00
0959d024-30ad-11e9-91e9-000d88394cae	0.00	0.00
d016f473-d7dc-11e8-8506-000d88394cae	0.00	0.00
f6367f85-4117-11df-b42a-6cf04914883f	2571.84	2314.66
4c4f2543-9432-11e3-b173-000d88394cae	0.00	0.00
a8973842-4a45-11de-9ae3-00192147196d	2892.47	3266.78
b6afc56f-8327-11df-8ab7-000a94026913	0.00	0.00
d719fee9-4354-11de-9ad6-00192147196d	5161.20	4371.84
6481359e-1358-11e7-bdeb-000d88394cae	0.00	0.00
2afadcd6-54f0-11e0-a12d-6cf049469af0	3909.92	4415.90
d719fee7-4354-11de-9ad6-00192147196d	3972.90	4487.04
15263457-c6f0-11e1-acd4-5404a6bfdef6	0.00	0.00
10b1b59d-3f02-11e5-9c35-000d88394cae	0.00	0.00
5827a2e2-025d-11e8-b77d-000d88394cae	2985.28	2686.75
91a1fb6f-5272-11e3-a815-f8d111030f21	3110.49	3513.02
276bfbef-2811-11e0-884a-002511c4eb4e	0.00	0.00
fa5ece46-32b5-4961-bddf-f62a2528bbdf	2150.40	1935.36
e34101fd-3a89-11de-a9e6-0013024cf952	3947.06	4457.86
90e0e01d-be52-11e1-ac2b-5404a6bfdef6	4108.56	3697.70
aefdeee7-0ad4-11e3-85dd-000d88394cae	0.00	0.00
71102900-7008-11e7-b6a3-000d88394cae	0.00	0.00
8d0489a9-fca6-11e7-b77d-000d88394cae	0.00	0.00
d500398d-9aee-11e1-b56d-4487fceb637d	4084.24	3675.82
d500398b-9aee-11e1-b56d-4487fceb637d	7672.10	6498.72
e8f88322-ea75-11e2-bb1d-000d88394cae	0.00	0.00
c13e41af-7afb-11de-aa56-0013024cf952	0.00	0.00
c5ce9a50-90e3-11e2-a8dc-000d88394cae	10033.40	11331.84
2afadcd8-54f0-11e0-a12d-6cf049469af0	6109.55	6900.19
8b864ac6-a7a6-11e5-b9ce-000d88394cae	0.00	0.00
0bb292b8-5967-11e8-923d-000d88394cae	7081.78	7998.24
33772c5e-3701-11df-bfc8-6cf04914883f	7428.24	6685.42
1cbf838a-67d8-11e1-9f92-4487fceb60ab	0.00	0.00
8bae4e08-7afa-11de-9b2f-00192147196d	0.00	0.00
ba0d5ef2-b192-11e4-8d40-000d88394cae	0.00	0.00
64a4ebf7-21d1-11e0-8fd3-6cf049469af0	0.00	0.00
c119b1ae-4663-11e3-b074-000d88394cae	0.00	0.00
c590317d-ba08-11e8-9f87-000d88394cae	0.00	0.00
0800180b-555d-11e3-a815-f8d111030f21	0.00	0.00
720695f7-5d60-11e3-ac93-f8d111030f21	0.00	0.00
2e34446b-1844-11e4-82ab-000d88394cae	5839.50	6595.20
2e0358c7-43e1-11e2-9754-000d88394cae	0.00	0.00
a1ae599f-b335-11e0-bada-6cf049469af0	0.00	0.00
e80fed08-731f-11e7-b6a3-000d88394cae	0.00	0.00
8b864ac4-a7a6-11e5-b9ce-000d88394cae	0.00	0.00
a1ae599d-b335-11e0-bada-6cf049469af0	0.00	0.00
bd84f856-d7c2-11e3-befc-000d88394cae	0.00	0.00
bd84f854-d7c2-11e3-befc-000d88394cae	0.00	0.00
4abbd2dd-7a33-11de-9b2e-00192147196d	0.00	0.00
fb19a1d6-137e-11e4-82ab-000d88394cae	1819.73	2055.23
72543f12-fe40-11dd-a52e-0013024cf952	0.00	0.00
dd529ed7-ae95-11ea-b113-000d88394cae	0.00	0.00
ed47d433-6347-11e1-8e5e-000a94026913	1472.20	1662.72
2d30611e-680b-11ea-b113-000d88394cae	1949.31	2201.57
73872c1d-cba5-11e1-b9ae-5404a6bfdef6	1336.00	1202.40
741c06fb-e2c3-11de-aaff-0013024cf952	1336.00	1202.40
741c06f9-e2c3-11de-aaff-0013024cf952	2398.66	2158.79
f1c0654d-6f2d-11e2-8bef-000d88394cae	2548.57	2878.38
04e93d7c-223d-11de-a9bb-0013024cf952	0.00	0.00
9b288594-382e-11de-a9e1-0013024cf952	0.00	0.00
741c06fd-e2c3-11de-aaff-0013024cf952	1920.00	1728.00
44111b99-b107-11e6-915f-000d88394cae	0.00	0.00
5e533289-1b4f-11df-9bff-00192147196d	0.00	0.00
94e3f307-83a7-11de-9b3a-00192147196d	3068.72	3465.86
741c0703-e2c3-11de-aaff-0013024cf952	2609.84	2348.86
54b24a25-5157-11e7-9c6b-000d88394cae	3635.37	4105.82
741c0705-e2c3-11de-aaff-0013024cf952	3892.72	3503.45
741c0701-e2c3-11de-aaff-0013024cf952	0.00	0.00
df902ffe-4eb3-11ea-b113-000d88394cae	4707.30	5316.48
050d9060-58cb-11e0-a210-6cf049469af0	0.00	0.00
a645010b-5704-11df-aeed-000a94026913	0.00	0.00
acd2938f-e42c-11e2-a2d9-000d88394cae	0.00	0.00
916ca243-429b-11e3-b074-000d88394cae	13630.40	12267.36
a0828194-daea-11e3-b150-000d88394cae	0.00	0.00
d3eb3d04-db63-11ea-93d2-000d88394cae	0.00	0.00
9120eea7-d244-11ec-a2f8-a4bf0174586a	0.00	0.00
ef04a1d7-c999-11e2-a2a1-000d88394cae	0.00	0.00
7b63fb2e-5126-11e9-bdca-000d88394cae	0.00	0.00
6a0c631f-e687-11e5-a403-000d88394cae	0.00	0.00
b3100477-a794-11e5-b9ce-000d88394cae	0.00	0.00
dcf56612-dc3c-11e1-aeb8-5404a6bfdef6	10621.87	9559.68
dff5a565-7a45-11ec-a2f1-a4bf0174586a	0.00	0.00
1c413b78-cf35-11e3-befc-000d88394cae	0.00	0.00
a155294a-759f-11e8-9e24-000d88394cae	58611.58	66196.61
83a9a3fd-8321-11e3-b116-000d88394cae	0.00	0.00
1ca416fb-7ba7-11e2-b75f-000d88394cae	0.00	0.00
ee692710-a7a0-11e5-b9ce-000d88394cae	0.00	0.00
916ca245-429b-11e3-b074-000d88394cae	24470.40	22023.36
ee692712-a7a0-11e5-b9ce-000d88394cae	0.00	0.00
916ca247-429b-11e3-b074-000d88394cae	27806.40	25025.76
4a51cee7-5ed8-11df-846a-002511c4eb4e	3432.35	3876.54
ed47d42e-6347-11e1-8e5e-000a94026913	3432.35	3876.54
e35f5d12-778e-11e1-aa8e-4487fceb637d	2433.60	2190.24
316e3b25-3248-11e0-8455-002511c4eb4e	0.00	0.00
a830fd4f-e1cc-11dd-a955-0016d341a9fb	4168.32	4707.74
a830fd51-e1cc-11dd-a955-0016d341a9fb	5285.90	5969.95
a5371749-c9e6-11e0-bb00-6cf04914883f	0.00	0.00
4f01d601-2263-11df-9c07-00192147196d	0.00	0.00
a193d026-6431-11de-9b11-00192147196d	5927.90	6695.04
29cf952c-5a87-11e5-9576-000d88394cae	0.00	0.00
741c0707-e2c3-11de-aaff-0013024cf952	0.00	0.00
741c06ff-e2c3-11de-aaff-0013024cf952	0.00	0.00
286b8588-7a9e-11e0-9632-002511c4eb4e	0.00	0.00
4f01d603-2263-11df-9c07-00192147196d	5142.99	5808.56
e56cba4b-6fd2-11dd-9968-00192147196d	5142.99	5808.56
25d3ab3b-59fd-11e6-bda2-000d88394cae	0.00	0.00
367f170a-ad43-11de-aab3-0013024cf952	7937.30	8964.48
cb57594d-fb0f-11e7-b77d-000d88394cae	0.00	0.00
a830fd4d-e1cc-11dd-a955-0016d341a9fb	6044.95	6827.23
a0957ca1-7445-11e4-bc0b-000d88394cae	0.00	0.00
a830fd55-e1cc-11dd-a955-0016d341a9fb	0.00	0.00
b6afc571-8327-11df-8ab7-000a94026913	0.00	0.00
a830fd53-e1cc-11dd-a955-0016d341a9fb	0.00	0.00
367f1708-ad43-11de-aab3-0013024cf952	0.00	0.00
30ce05d3-a477-11e1-a401-5404a6bfdef6	0.00	0.00
52f40268-d536-11dd-9a13-00192147196d	0.00	0.00
69bc9060-4036-11df-9c2b-00192147196d	8148.47	9202.98
63ae3701-a726-11e2-bee8-000d88394cae	0.00	0.00
8e2d7ca3-1282-11e7-bdeb-000d88394cae	9261.36	8335.22
95c45c63-1f0b-11de-a9b9-0013024cf952	5538.60	6255.36
5c843120-d6b1-11e4-93be-000d88394cae	0.00	0.00
6c426003-374f-11e2-9754-000d88394cae	0.00	0.00
37093fb8-5310-11df-bf6b-6cf04914883f	0.00	0.00
a830fd4a-e1cc-11dd-a955-0016d341a9fb	0.00	0.00
37093fba-5310-11df-bf6b-6cf04914883f	0.00	0.00
f04e82e8-8600-11de-8e78-001d60ff4630	5703.50	6441.60
fa82f50d-1a91-11ec-9641-00ad24907f57	0.00	0.00
58c2d415-b647-11df-9d75-000a94026913	9350.85	10560.96
4a51cee9-5ed8-11df-846a-002511c4eb4e	0.00	0.00
3e033883-e0f4-11e1-8b79-5404a6bfdef6	0.00	0.00
263a4bd9-ebfb-11e6-b2f7-000d88394cae	14554.00	13098.60
c1253cdb-c803-11de-aad8-0013024cf952	13274.16	11946.74
42af953d-6907-11e6-97f9-000d88394cae	10872.18	12279.17
584ba9b5-433f-11ec-a2f0-a4bf0174586a	0.00	0.00
db578719-a686-11e0-b51d-000a94026913	13189.04	11870.14
cdc394a4-ded4-11e3-b150-000d88394cae	0.00	0.00
22beec6b-3091-11e8-aa52-000d88394cae	0.00	0.00
dab559a0-ab18-11df-bab4-000a94026913	0.00	0.00
94c3a7ee-eb83-11e8-b63c-000d88394cae	29857.36	26871.62
2286a415-b648-11e4-954e-000d88394cae	0.00	0.00
ef04a1d9-c999-11e2-a2a1-000d88394cae	10070.80	11374.08
